"word" "word.freq" "doc.freq"
"606" "ritterlich" 11 11
"607" "höflichkeit" 31 31
"608" "uneigennützigkeit" 2 2
"609" "anständigkeit" 1 1
"610" "halbanständiger" 1 1
"611" "armee" 30 24
"612" "dulden" 31 29
"613" "gedulden" 10 10
"614" "schreckliche" 5 5
"615" "ort" 169 145
"616" "ueberlegung" 17 16
"617" "krieg" 47 37
"618" "feld" 118 101
"619" "rücken" 163 155
"620" "wurm" 12 11
"621" "packete" 6 4
"622" "abschied" 78 70
"623" "entschluss" 86 79
"624" "schwiegersohn" 21 17
"625" "untergeordnet" 9 9
"626" "herkunft" 9 8
"627" "begehrt" 6 6
"628" "marquise" 138 52
"629" "vornehme" 1 1
"630" "courschneider" 1 1
"631" "spieler" 15 14
"632" "absinthtrinker" 1 1
"633" "unglück" 142 124
"634" "fehler" 44 40
"635" "hinderniß" 24 23
"636" "fesseln" 40 39
"637" "trinken" 176 137
"638" "verzweifeln" 26 26
"639" "hinsterben" 1 1
"640" "schluss" 61 53
"641" "erfolgen" 15 15
"642" "begleiten" 157 146
"643" "passage" 2 2
"644" "obristin" 2 2
"645" "träge" 12 12
"646" "geist" 153 133
"647" "anstrengung" 61 57
"648" "erregen" 72 68
"649" "bewegen" 141 134
"650" "schwitzen" 5 5
"651" "tropfen" 34 31
"652" "sammeln" 47 45
"653" "trocknen" 57 50
"654" "gesicht" 698 547
"655" "retten" 147 119
"656" "sprichwort" 10 10
"657" "ungeheuer" 93 87
"658" "geld" 276 178
"659" "betreffen" 119 110
"660" "mitgift" 16 16
"661" "unsrige" 11 10
"662" "verschwörer" 2 2
"663" "wucherer" 20 12
"664" "maitresse" 2 2
"665" "vorkommen" 61 60
"666" "vornehm" 120 94
"667" "adel" 28 27
"668" "dürsten" 4 4
"669" "aufgehen" 27 27
"670" "fraglich" 9 8
"671" "blick" 667 512
"672" "nachforschung" 19 16
"673" "langwierig" 5 5
"674" "beschwerlich" 10 10
"675" "escadrons" 1 1
"676" "ingenieur-offizieren" 1 1
"677" "generalstab" 4 4
"678" "photographieen" 2 2
"679" "sämmtlicher" 3 3
"680" "album" 22 16
"681" "schütteln" 108 103
"682" "staub" 38 32
"683" "fuß" 380 326
"684" "schade" 31 28
"685" "regulär" 1 1
"686" "urlaub" 16 16
"687" "datum" 14 14
"688" "frage" 215 193
"689" "warten" 223 199
"690" "stadt" 203 155
"691" "promenade" 11 11
"692" "umgegend" 37 34
"693" "durchlaufen" 6 6
"694" "pepinière" 1 1
"695" "angehören" 43 42
"696" "anhören" 54 53
"697" "angucken" 2 1
"698" "gehörig" 44 43
"699" "umsonst" 51 50
"700" "eingebung" 10 10
"701" "treiben" 135 126
"702" "bedanken" 4 4
"703" "aufnahme" 10 10
"704" "bereitwilligkeit" 10 10
"705" "vergelten" 9 9
"706" "umarmen" 65 63
"707" "gerührt" 16 15
"708" "blanchette" 8 6
"709" "herzchen" 6 5
