"word" "word.freq" "doc.freq"
"558" "großmüthigen" 7 7
"559" "eigenschaft" 123 117
"560" "flammenstrahlen" 1 1
"561" "stern" 200 176
"562" "krone" 103 90
"563" "wahlreich" 2 2
"564" "gezückt" 5 4
"565" "säbel" 48 40
"566" "schwingend" 18 18
"567" "sitzende" 12 12
"568" "heben" 771 683
"569" "gefüllt" 28 27
"570" "glas" 471 348
"571" "patria" 3 3
"572" "landsleute" 64 60
"573" "schuft" 30 30
"574" "weigern" 51 51
"575" "noster" 2 1
"576" "jubel" 89 86
"577" "blank" 127 115
"578" "säbeln" 2 2
"579" "dröhnend" 25 25
"580" "ehrbar" 62 56
"581" "besprechen" 93 88
"582" "weinglühenden" 2 2
"583" "wirklichkeit" 95 88
"584" "parodirt" 1 1
"585" "verabredet" 12 12
"586" "absicht" 246 230
"587" "weinlaune" 5 5
"588" "eingegeben" 4 4
"589" "farce" 2 2
"590" "vermöge" 30 29
"591" "leidenschaftlichkeit" 26 25
"592" "sarmatische" 1 1
"593" "charakter" 227 209
"594" "rolle" 168 161
"595" "auffassen" 24 23
"596" "schleichen" 279 265
"597" "berauscht" 7 7
"598" "stimmung" 301 281
"599" "omen" 2 2
"600" "huldigen" 25 23
"601" "piasten" 1 1
"602" "erhitzt" 43 42
"603" "schreien" 877 671
"604" "erhebung" 23 23
"605" "balken" 50 46
"606" "wand" 414 369
"607" "draußen" 593 503
"608" "versammelte" 11 10
"609" "chaotisch" 5 5
"610" "lärm" 150 144
"611" "einzeln" 269 256
"612" "wahlkönig" 1 1
"613" "quidnam" 2 1
"614" "promittis" 1 1
"615" "dabis" 1 1
"616" "confoederatis" 1 1
"617" "brüllen" 42 35
"618" "bärtig" 20 20
"619" "angesicht" 145 131
"620" "gewaltig" 287 260
"621" "schläger" 1 1
"622" "lebensalter" 2 2
"623" "commersen" 1 1
"624" "präsidirt" 1 1
"625" "erhitzung" 5 5
"626" "ruhe" 642 570
"627" "minder" 157 152
"628" "genuss" 111 105
"629" "übung" 33 32
"630" "herrühren" 20 20
"631" "flammend" 41 41
"632" "herrlichkeit" 86 84
"633" "glühend" 228 215
"634" "hass" 179 155
"635" "fremde" 690 429
"636" "wahr" 975 845
"637" "leerst" 1 1
"638" "kelchglas" 8 7
"639" "reichend" 19 19
"640" "bibit" 1 1
"641" "verworren" 62 61
"642" "chor" 48 43
"643" "trunken" 43 42
"644" "hälfte" 143 129
"645" "rest" 114 111
"646" "zerbrechen" 76 75
"647" "jubilirte" 3 3
"648" "flasche" 189 155
"649" "bemoos'te" 3 3
