"word" "word.freq" "doc.freq"
"987" "achsel" 18 18
"988" "verstehst" 50 43
"989" "gräfin" 462 168
"990" "thurnschart" 1 1
"991" "nachmachen" 5 5
"992" "umgegend" 30 28
"993" "närrische" 7 6
"994" "genannt" 99 97
"995" "felder" 39 36
"996" "bewirthschaftet" 2 2
"997" "magerem" 1 1
"998" "grund" 185 166
"999" "jahres" 29 27
"1000" "erntet" 1 1
"1001" "fechsnen" 1 1
"1002" "acker" 10 9
"1003" "träfen" 3 3
"1004" "wir's" 26 24
"1005" "angericht" 1 1
"1006" "unweit" 17 17
"1007" "gartenweg" 2 2
"1008" "frauenzimmer" 30 28
"1009" "gewöhnlicher" 11 11
"1010" "ausgereicht" 2 2
"1011" "dreifach" 5 5
"1012" "kinn" 29 28
"1013" "saubere" 9 9
