"word" "word.freq" "doc.freq"
"748" "glebae" 1 1
"749" "adscriptus" 1 1
"750" "vertreten" 21 20
"751" "ausmachen" 44 43
"752" "rede" 433 390
"753" "wiedehopf" 2 2
"754" "adler" 24 22
"755" "herold" 7 5
"756" "haut" 45 43
"757" "stück" 287 237
"758" "taumelnd" 9 9
"759" "republick" 1 1
"760" "höhnen" 14 13
"761" "tos'te" 2 2
"762" "meer" 159 126
"763" "verwirrt" 39 39
"764" "aufgehoben" 15 15
"765" "trocknen" 58 58
"766" "nass" 38 38
"767" "belieben" 59 56
"768" "schiert" 1 1
"769" "hochmüthig" 13 12
"770" "birne" 9 7
"771" "bier" 36 33
"772" "blut" 361 295
"773" "prätendirt" 3 3
"774" "verloren" 55 55
"775" "korn" 37 34
"776" "schwalbe" 22 22
"777" "misthaufe" 1 1
"778" "weizenboden" 1 1
"779" "aufgehen" 102 99
"780" "wir's" 36 33
"781" "zertreten" 25 22
"782" "stamm" 79 71
"783" "großvater" 50 44
"784" "stallknecht" 7 6
"785" "schacherte" 1 1
"786" "zweit" 242 228
"787" "erzürnt" 4 4
"788" "mehrheit" 5 4
"789" "nah" 851 681
"790" "bequem" 110 104
"791" "umringen" 24 23
"792" "drängen" 241 219
"793" "tobende" 1 1
"794" "unfähig" 28 28
"795" "gebrauchen" 69 68
"796" "partei" 33 30
"797" "ergreifen" 352 331
"798" "gefährlich" 141 132
"799" "besinnung" 46 44
"800" "unversehrt" 7 5
"801" "bedeutend" 105 103
"802" "beschädigen" 7 7
"803" "boden" 459 396
"804" "erreichen" 255 233
"805" "beschwichtigen" 41 41
"806" "toben" 41 36
"807" "genugthuung" 32 30
"808" "mehrzahl" 11 11
"809" "stelle" 426 375
"810" "bereit" 104 102
"811" "einsehen" 52 49
"812" "theilen" 71 71
"813" "abgehen" 40 38
"814" "beschließen" 153 150
"815" "galopiren" 1 1
"816" "degen" 51 42
"817" "knicken" 8 8
"818" "drinnen" 66 58
"819" "mensur" 1 1
"820" "umsinke" 1 1
"821" "ungeziemenden" 1 1
"822" "ausfall" 4 4
"823" "gegner" 39 32
"824" "vorbeugen" 17 17
"825" "fähig" 62 62
"826" "schielen" 12 12
"827" "brandenburger" 4 4
"828" "sandpilzen" 1 1
"829" "richten" 347 314
"830" "gering" 188 181
"831" "erhitzte" 1 1
"832" "zurückhalten" 52 49
"833" "blutig" 77 72
"834" "entscheidung" 32 31
"835" "vorbereiten" 50 50
"836" "uebermaß" 5 5
"837" "gewahren" 59 55
"838" "gährung" 4 4
"839" "niederschlagen" 28 28
"840" "heftig" 423 370
"841" "geschüttelt" 2 2
"842" "unordnung" 30 28
"843" "umgedreht" 3 3
"844" "auszug" 5 5
"845" "rückkehr" 51 49
"846" "umschlagen" 11 11
"847" "sprengen" 41 39
"848" "bunt" 130 120
"849" "halloh" 7 6
"850" "unschuldig" 129 119
"851" "weise" 528 457
"852" "austritt" 8 8
"853" "anlass" 50 50
"854" "entschieden" 73 70
"855" "absichtlich" 31 31
"856" "überstürzend" 2 2
"857" "schwarm" 25 23
"858" "begreifen" 261 236
"859" "keyserlingk" 6 4
"860" "gemetzel" 3 3
"861" "niederträchtig" 8 8
"862" "schlägerei" 4 4
"863" "eng" 126 114
"864" "raum" 157 148
"865" "zerschlagen" 34 32
"866" "hirnschädeln" 1 1
"867" "dutzend" 55 48
"868" "gebrochen" 30 30
"869" "arme" 547 441
"870" "enden" 90 86
"871" "criminaljustiz" 1 1
"872" "lumpigsten" 1 1
"873" "todtschlag" 10 10
"874" "hängen" 462 414
"875" "zigeuner" 8 8
"876" "corps" 11 8
"877" "gefährden" 11 11
"878" "maulaffe" 4 4
"879" "maul" 62 61
"880" "art" 570 506
"881" "herauskommen" 32 31
"882" "entgegnet" 22 21
"883" "ausbaden" 2 2
"884" "gratiam" 1 1
"885" "hart" 265 244
"886" "regen" 178 162
"887" "milzsucht" 1 1
"888" "schlechteste" 8 7
"889" "anbringen" 38 38
"890" "gönnen" 87 84
"891" "affaire" 6 6
"892" "pass" 32 24
"893" "gesehn" 38 33
"894" "aberwitzig" 4 4
"895" "neugierig" 102 97
