"word" "word.freq" "doc.freq"
"680" "wirklichkeit" 94 87
"681" "parodirt" 1 1
"682" "verabredetes" 2 2
"683" "absicht" 195 185
"684" "weinlaune" 5 5
"685" "eingegebenen" 2 2
"686" "farce" 2 2
"687" "liegen" 409 382
"688" "vermöge" 30 30
"689" "leidenschaftlichkeit" 26 25
"690" "sarmatische" 1 1
"691" "charakter" 179 167
"692" "rolle" 130 126
"693" "auffaßt" 1 1
"694" "geschlichen" 20 20
"695" "zufalls" 19 19
"696" "berauschte" 6 6
"697" "stimmung" 278 260
"698" "omen" 2 2
"699" "gezückten" 3 3
"700" "huldigten" 5 5
"701" "piasten" 1 1
"702" "erhitzten" 19 19
"703" "schrieen" 63 60
"704" "erhebung" 22 22
"705" "balken" 50 46
"706" "wände" 107 101
"707" "lüfte" 29 29
"708" "draußen" 593 503
"709" "versammelten" 33 32
"710" "chaotischen" 2 2
"711" "lärm" 148 138
"712" "einzelnen" 146 138
"713" "namen" 891 728
"714" "hörten" 121 118
"715" "wahlkönig" 1 1
"716" "quidnam" 2 1
"717" "promittis" 1 1
"718" "dabis" 1 1
"719" "confoederatis" 1 1
"720" "brüllte" 15 14
"721" "bärtiges" 2 2
"722" "angesicht" 137 122
"723" "gewaltiger" 43 43
"724" "schläger" 1 1
"725" "lebensalter" 2 2
"726" "commersen" 1 1
"727" "präsidirt" 1 1
"728" "erhitzung" 5 5
"729" "ruhe" 654 587
"730" "minderen" 1 1
"731" "genusse" 17 17
"732" "mehreren" 98 96
"733" "uebung" 21 21
"734" "herrühren" 10 10
"735" "erhob" 582 528
"736" "schleuderte" 60 60
"737" "flammende" 8 8
"738" "herrlichkeit" 60 60
"739" "glühenden" 75 73
"740" "haß" 140 128
"741" "wahr" 633 560
"742" "leerst" 1 1
"743" "kelchglas" 8 7
"744" "reichend" 15 15
"745" "trinkt" 38 34
"746" "bibit" 1 1
"747" "schrie" 604 500
"748" "verworrene" 17 17
"749" "chor" 38 31
"750" "trunkene" 11 10
"751" "hälfte" 134 124
"752" "reste" 22 22
"753" "fallen" 304 286
"754" "zerbrach" 13 13
"755" "reinen" 103 103
"756" "jubilirte" 3 3
"757" "gläser" 78 72
"758" "flaschen" 49 45
"759" "bemoos'te" 3 3
"760" "haupt" 424 369
"761" "winkel" 139 130
"762" "zurückgezogen" 73 71
"763" "breite" 136 131
"764" "schultern" 206 195
"765" "legend" 28 28
"766" "trinken" 205 173
"767" "huldigen" 5 4
"768" "zuruf" 20 19
"769" "besonnenern" 1 1
"770" "melancholische" 13 13
"771" "plato" 8 6
"772" "vergesse" 30 30
"773" "schritte" 485 437
"774" "vorgehe" 6 6
"775" "überschrieen" 2 2
"776" "tumult" 31 27
"777" "kurland" 20 14
"778" "augenblicke" 459 418
"779" "gipfelpunkte" 1 1
"780" "stieß" 337 322
"781" "sessel" 103 99
"782" "fuß" 381 341
"783" "schwör" 17 16
"784" "brüder" 116 100
"785" "piastenblut" 1 1
"786" "adern" 81 80
"787" "rinnt" 13 12
"788" "provinz" 19 18
"789" "flecken" 67 61
"790" "dorf" 386 304
"791" "gehörten" 58 58
"792" "wiederholte" 309 291
"793" "lehnsmänner" 2 2
"794" "kuronia" 3 2
"795" "heran" 251 232
"796" "kniee" 151 145
"797" "könige" 98 77
"798" "aufs" 533 486
"799" "belehnung" 2 1
"800" "blühendem" 8 8
"801" "gesicht" 1796 1415
"802" "kräftiger" 48 47
"803" "gedrängter" 4 4
"804" "figur" 83 71
"805" "arbeitete" 115 109
"806" "zweier" 44 42
"807" "wein" 387 302
"808" "glühte" 59 58
"809" "blonden" 73 71
"810" "runden" 71 69
"811" "schelmisch" 27 27
"812" "herausfordernd" 13 13
"813" "blitzten" 41 41
"814" "gestemmt" 16 16
"815" "trotzig" 87 85
"816" "wortführenden" 1 1
"817" "kurone" 1 1
"818" "knieen" 118 116
"819" "höhnendem" 4 4
"820" "blicke" 543 490
"821" "nation" 28 26
"822" "independenzia" 1 1
"823" "väter" 89 76
"824" "frage" 599 531
"825" "molestiren" 3 3
"826" "procurirten" 1 1
"827" "enkel" 73 61
"828" "conserviren" 2 2
"829" "krummen" 17 16
"830" "scheren" 4 4
"831" "milchbart" 2 2
"832" "geknieet" 2 2
"833" "lehrt" 16 15
"834" "verlernte" 1 1
"835" "wundern" 67 65
"836" "czenstochau" 1 1
"837" "stiefel" 72 58
"838" "küssen" 156 143
"839" "rindssohle" 1 1
"840" "rücken" 413 389
"841" "empfangen" 197 184
"842" "küß" 5 4
"843" "jauchzte" 29 28
"844" "streckte" 198 192
"845" "überbot" 8 8
"846" "geboten" 73 72
"847" "rasche" 57 55
"848" "bein" 80 72
"849" "beleidigers" 1 1
"850" "faßte" 441 405
"851" "landsleuten" 18 18
"852" "umwendend" 15 14
"853" "probiren" 28 26
"854" "polonaise" 4 4
"855" "tanzen" 142 110
"856" "ergangen" 32 31
"857" "zückten" 1 1
"858" "wildem" 34 34
"859" "geschrei" 132 116
"860" "senior" 9 6
"861" "raschen" 133 129
"862" "sprunges" 4 4
"863" "menschen" 1620 1282
"864" "gestalt" 626 544
"865" "kräftiges" 13 13
"866" "halt" 326 270
"867" "hemmten" 3 3
"868" "moment" 198 180
"869" "bewaffneten" 30 25
"870" "that" 1377 1158
"871" "zornschnaubender" 1 1
"872" "anruf" 7 7
"873" "brandfuchs" 2 1
"874" "loch" 74 60
"875" "fußtritt" 13 13
"876" "adligen" 4 4
"877" "männern" 123 119
"878" "verkehrt" 45 44
"879" "viri" 1 1
"880" "nobiles" 2 1
"881" "wandte" 640 570
"882" "fehlte" 200 188
"883" "pack" 38 35
"884" "glebae" 2 2
"885" "adscriptus" 2 2
"886" "verträte" 1 1
"887" "reden" 897 768
"888" "auszumachen" 5 5
"889" "vätern" 21 21
"890" "rede" 535 479
"891" "stehen" 1012 900
"892" "wiedehopf" 2 2
"893" "adler" 33 31
"894" "herold" 9 7
"895" "haut" 83 79
