"word" "word.freq" "doc.freq"
"842" "ausreichen" 12 12
"843" "dreifach" 7 7
"844" "kinn" 32 31
"845" "pfarrerköchin" 1 1
"846" "köchin" 28 22
"847" "sauberkeit" 9 9
"848" "nachsagen" 13 13
"849" "spindeldürres" 1 1
"850" "dahergeschossen" 1 1
"851" "dirndel" 2 1
"852" "gelb" 125 107
"853" "verhutzelt" 1 1
"854" "falk" 1 1
"855" "gebrauchen" 47 42
"856" "täppte" 1 1
"857" "läppte" 1 1
"858" "eckig" 11 11
"859" "jammer" 59 55
"860" "dicke" 6 4
"861" "verabschieden" 43 41
"862" "saßt" 1 1
"863" "näher" 28 28
"864" "mitkommen" 7 7
"865" "löffel" 23 15
"866" "suppe" 34 22
"867" "thät" 36 34
"868" "tisch" 538 392
"869" "anwesendsein" 1 1
"870" "pfarrhaus" 16 10
"871" "schnabel" 8 8
"872" "essen" 225 179
"873" "abends" 12 11
"874" "bereit" 115 107
"875" "begleiten" 156 150
"876" "eifer" 77 75
"877" "teufelseifer" 1 1
"878" "pfarrköchin" 3 3
"879" "spindelige" 2 2
"880" "flüstern" 232 206
"881" "pfarrherr" 11 8
"882" "weibsstück" 1 1
"883" "sein'zeit" 1 1
"884" "haus't" 1 1
"885" "fünfzehn" 26 25
"886" "hebere" 1 1
"887" "dirndl" 1 1
"888" "tochter" 440 320
"889" "bescheiden" 93 88
"890" "wittwe" 69 53
"891" "dienst" 180 162
"892" "eingestehen" 30 27
"893" "einstehen" 12 11
"894" "schmunzeln" 15 15
"895" "begreifen" 239 219
"896" "gewichtig" 11 11
"897" "bestand" 5 5
"898" "jeweilig" 3 3
"899" "ihrtheils" 1 1
"900" "verbleiben" 20 19
"901" "wünschen" 231 214
"902" "stroh" 22 18
"903" "dreschen" 2 2
"904" "getroster" 1 1
"905" "brücke" 83 63
"906" "rodensteiner" 3 3
"907" "mühlbach" 1 1
"908" "mühle" 61 43
"909" "laubwerk" 6 6
"910" "gemäuer" 8 8
"911" "hervorschimmern" 1 1
"912" "rad" 34 28
"913" "rauschen" 92 86
"914" "wasser" 265 211
"915" "einzeln" 118 112
"916" "vogelruf" 1 1
"917" "hängen" 382 336
"918" "mond" 93 76
"919" "sichtbar" 78 74
"920" "sichel" 8 7
"921" "tiefrothe" 1 1
"922" "wolke" 101 89
"923" "sonne" 244 212
"924" "friedsam" 2 2
"925" "stillstehen" 11 11
"926" "sacht" 17 16
"927" "brust" 402 338
"928" "einschmeichelnd" 7 7
"929" "darreichte" 4 4
"930" "verspüren" 23 23
"931" "brett" 37 32
"932" "schlüttern" 1 1
"933" "entgegengesetzt" 29 27
"934" "umsehen" 55 54
"935" "vorbeilasse" 1 1
"936" "röthe" 42 40
"937" "wend" 2 2
"938" "gruß" 111 105
"939" "desselbigen" 3 2
"940" "müller" 153 76
"941" "glied" 96 89
"942" "gedrechselt" 4 3
"943" "wellig" 3 3
"944" "bauschen" 2 2
"945" "goldgelb" 3 3
"946" "haar" 404 347
"947" "stirn" 389 343
"948" "rückwärts" 51 51
"949" "herunter" 101 96
"950" "kornblumenblau" 1 1
"951" "treuherzig" 23 23
"952" "nase" 95 91
"953" "biegen" 73 68
"954" "zierlich" 115 101
"955" "rundrandlig" 1 1
"956" "mund" 405 354
"957" "blässer" 8 7
"958" "kirsche" 19 13
"959" "weißroth" 1 1
"960" "apfelblüh" 1 1
"961" "backe" 30 29
"962" "backen" 36 35
"963" "sprengen" 35 31
"964" "grüberl" 1 1
"965" "hals" 222 204
"966" "köpferl" 2 2
"967" "bewegsam" 1 1
"968" "beifiele" 1 1
"969" "schüppel" 1 1
"970" "beschreiben" 45 43
"971" "vergeß" 1 1
"972" "ihrzeit" 1 1
"973" "hochwürden" 28 19
"974" "eltern" 185 150
"975" "dahingeschritten" 1 1
"976" "baum" 248 198
"977" "verschwinden" 279 246
"978" "ausschreiten" 3 3
"979" "augenblick" 860 687
"980" "anhöhe" 14 14
"981" "birkenwald" 1 1
"982" "mondlicht" 21 19
"983" "gleisten" 1 1
"984" "verkalkt" 2 2
"985" "knochen" 21 20
"986" "birkene" 1 1
"987" "kühl" 98 92
"988" "beschweren" 11 11
"989" "theilte" 32 31
"990" "woche" 299 259
"991" "viert" 57 47
"992" "einladen" 50 47
"993" "paarmal" 21 20
"994" "sacktuch" 5 5
"995" "pfarrdirn" 2 2
"996" "katholische" 1 1
"997" "grab" 168 117
"998" "nachredet" 1 1
"999" "gemeinde" 122 89
"1000" "erbauen" 22 21
"1001" "selige" 12 8
"1002" "häupten" 7 7
"1003" "ansprache" 10 10
"1004" "anfangs" 60 59
"1005" "sarg" 54 41
"1006" "beispiel" 85 79
"1007" "verstorbene" 19 17
